,Timestamp,Label,MotorData.ActCurrent,MotorData.ActPosition,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal
0,2016-04-20 16:05:12.938,0,-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1,2016-04-20 16:05:12.980,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
2,2016-04-20 16:05:13.031,0,-5,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
3,2016-04-20 16:05:13.079,0,0,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
4,2016-04-20 16:05:13.122,0,0,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
5,2016-04-20 16:05:13.169,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6,2016-04-20 16:05:13.215,0,-9,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
7,2016-04-20 16:05:13.266,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
8,2016-04-20 16:05:13.307,0,-5,268975,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0
9,2016-04-20 16:05:13.354,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
10,2016-04-20 16:05:13.405,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
11,2016-04-20 16:05:13.449,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
12,2016-04-20 16:05:13.500,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
13,2016-04-20 16:05:13.544,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
14,2016-04-20 16:05:13.591,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
15,2016-04-20 16:05:13.637,0,-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
16,2016-04-20 16:05:13.683,0,-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
17,2016-04-20 16:05:13.731,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
18,2016-04-20 16:05:13.781,0,-18,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
19,2016-04-20 16:05:13.829,0,7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
20,2016-04-20 16:05:13.871,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
21,2016-04-20 16:05:13.918,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
22,2016-04-20 16:05:13.966,0,-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
23,2016-04-20 16:05:14.016,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
24,2016-04-20 16:05:14.057,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
25,2016-04-20 16:05:14.106,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
26,2016-04-20 16:05:14.155,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
27,2016-04-20 16:05:14.199,0,20,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
28,2016-04-20 16:05:14.249,0,7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
29,2016-04-20 16:05:14.293,0,-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
30,2016-04-20 16:05:14.343,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
31,2016-04-20 16:05:14.390,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
32,2016-04-20 16:05:14.434,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
33,2016-04-20 16:05:14.481,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
34,2016-04-20 16:05:14.531,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
35,2016-04-20 16:05:14.572,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
36,2016-04-20 16:05:14.623,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
37,2016-04-20 16:05:14.667,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
38,2016-04-20 16:05:14.718,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
39,2016-04-20 16:05:14.766,0,-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0
40,2016-04-20 16:05:14.808,0,-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0
41,2016-04-20 16:05:14.855,0,-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0
42,2016-04-20 16:05:14.905,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
43,2016-04-20 16:05:14.950,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
44,2016-04-20 16:05:15.001,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
45,2016-04-20 16:05:15.044,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
46,2016-04-20 16:05:15.090,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
47,2016-04-20 16:05:15.140,0,-9,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
48,2016-04-20 16:05:15.184,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
49,2016-04-20 16:05:15.230,0,7,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
50,2016-04-20 16:05:15.281,0,20,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
51,2016-04-20 16:05:15.323,0,20,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
52,2016-04-20 16:05:15.373,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
53,2016-04-20 16:05:15.418,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
54,2016-04-20 16:05:15.466,0,7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
55,2016-04-20 16:05:15.516,0,20,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
56,2016-04-20 16:05:15.563,0,-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
57,2016-04-20 16:05:15.606,0,-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
58,2016-04-20 16:05:15.652,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
